customer_id,first_name,last_name,gender,age,email,phone,register_datetime,loyalty_points,loyalty_tier,loyalty_value,marketing_opt_in,city,country
CUST100020,Isabella,Wong,Female,57,isabella.wong8235@yahoo.com,81693908,2024-12-25 10:00,1580,Silver,1580,TRUE,Singapore,Singapore
CUST100021,Sofia,Lau,Male,54,sofia.lau497@outlook.com,96328446,2023-09-03 11:00,10177,Platinum,10177,TRUE,Singapore,Singapore
CUST100022,Emily,Kumar,Male,56,emily.kumar5232@hotmail.com,91353422,2020-08-11 10:00,5171,Gold,5171,TRUE,Singapore,Singapore
CUST100023,Felicia,Sharma,Male,28,felicia.sharma5124@yahoo.com,84543095,2022-09-03 12:00,9514,Platinum,9514,TRUE,Singapore,Singapore
CUST100024,Jocelyn,Lim,Male,49,jocelyn.lim7711@hotmail.com,88487734,2025-09-13 18:00,10769,Platinum,10769,TRUE,Singapore,Singapore
CUST100025,Darren,Liew,Male,42,darren.liew9009@hotmail.com,81039531,2024-08-27 18:00,7428,Platinum,7428,TRUE,Singapore,Singapore
CUST100026,Aiden,Lim,Male,26,aiden.lim8509@outlook.com,86536197,2022-09-26 13:00,7811,Platinum,7811,TRUE,Singapore,Singapore
CUST100027,Aiden,Singh,Female,63,aiden.singh7781@gmail.com,93143886,2025-04-24 18:00,4961,Gold,4961,TRUE,Singapore,Singapore
CUST100028,Chloe,Yap,Male,48,chloe.yap6230@yahoo.com,80910316,2020-11-29 15:00,8639,Platinum,8639,TRUE,Singapore,Singapore
CUST100029,Emily,Yap,Female,63,emily.yap3398@hotmail.com,95319337,2020-07-19 20:00,8548,Platinum,8548,TRUE,Singapore,Singapore
CUST100030,Sofia,Sharma,Female,33,sofia.sharma4891@yahoo.com,97764459,2022-02-16 20:00,9193,Platinum,9193,TRUE,Singapore,Singapore
CUST100031,Hui Min,Ong,Female,42,hui-min.ong2400@hotmail.com,82734242,2023-06-05 17:00,5704,Gold,5704,TRUE,Singapore,Singapore
CUST100032,Isabella,Wong,Male,65,isabella.wong3973@gmail.com,86047170,2025-07-31 17:00,3970,Gold,3970,FALSE,Singapore,Singapore
CUST100033,Maya,Quek,Female,48,maya.quek3268@hotmail.com,92076278,2024-05-09 09:00,10708,Platinum,10708,FALSE,Singapore,Singapore
CUST100034,Noah,Quek,Female,29,noah.quek8117@yahoo.com,98051929,2019-05-29 17:00,6554,Platinum,6554,TRUE,Singapore,Singapore
CUST100035,Jun Jie,Singh,Male,30,jun-jie.singh2663@outlook.com,97032616,2020-04-06 19:00,5467,Gold,5467,FALSE,Singapore,Singapore
CUST100036,Ryan,Singh,Male,43,ryan.singh2304@outlook.com,99034235,2020-01-26 18:00,3077,Gold,3077,TRUE,Singapore,Singapore
CUST100037,Darren,Phua,Male,60,darren.phua5027@yahoo.com,96987669,2020-04-29 14:00,7675,Platinum,7675,TRUE,Singapore,Singapore
CUST100038,Chloe,Wong,Female,47,chloe.wong8999@outlook.com,87657553,2023-03-11 18:00,6863,Platinum,6863,TRUE,Singapore,Singapore
CUST100039,Aiden,Yeo,Female,27,aiden.yeo8526@outlook.com,86748401,2020-11-04 15:00,5425,Gold,5425,TRUE,Singapore,Singapore
CUST100040,Shawn,Liew,Male,69,shawn.liew357@outlook.com,98750309,2022-06-16 10:00,11900,Platinum,11900,FALSE,Singapore,Singapore
CUST100041,Emily,Lim,Male,29,emily.lim6888@hotmail.com,94930981,2020-07-08 14:00,10560,Platinum,10560,TRUE,Singapore,Singapore
CUST100042,Zhi Wei,Singh,Male,32,zhi-wei.singh4889@outlook.com,95823297,2019-01-15 10:00,422,Bronze,422,TRUE,Singapore,Singapore
CUST100043,Hannah,Sharma,Female,19,hannah.sharma1103@gmail.com,84682045,2021-09-12 21:00,3426,Gold,3426,FALSE,Singapore,Singapore
CUST100044,Shawn,Wong,Female,36,shawn.wong5225@hotmail.com,83162309,2021-08-17 20:00,9488,Platinum,9488,FALSE,Singapore,Singapore
CUST100045,Ryan,Liew,Female,40,ryan.liew5223@outlook.com,91374837,2023-04-11 21:00,8642,Platinum,8642,TRUE,Singapore,Singapore
CUST100046,Shawn,Liew,Male,44,shawn.liew2197@outlook.com,82304358,2025-04-01 09:00,8733,Platinum,8733,TRUE,Singapore,Singapore
CUST100047,Kai,Lee,Male,66,kai.lee9157@yahoo.com,92939217,2025-08-03 20:00,11917,Platinum,11917,FALSE,Singapore,Singapore
CUST100048,Emily,Chan,Female,63,emily.chan3922@hotmail.com,93532540,2021-04-17 20:00,6548,Platinum,6548,TRUE,Singapore,Singapore
CUST100049,Harini,Yeo,Male,44,harini.yeo3626@yahoo.com,82954133,2019-07-07 12:00,9266,Platinum,9266,TRUE,Singapore,Singapore
CUST100050,Wei Hao,Chua,Female,49,wei-hao.chua2757@hotmail.com,81518995,2024-07-02 10:00,7600,Platinum,7600,FALSE,Singapore,Singapore
CUST100051,Shawn,Tan,Male,58,shawn.tan2475@gmail.com,85366644,2021-08-05 09:00,1163,Silver,1163,TRUE,Singapore,Singapore
CUST100052,Hannah,Tan,Male,64,hannah.tan4698@gmail.com,98910115,2022-01-30 14:00,8827,Platinum,8827,TRUE,Singapore,Singapore
CUST100053,Zhi Wei,Lee,Male,43,zhi-wei.lee3985@yahoo.com,96868703,2024-02-24 17:00,9306,Platinum,9306,TRUE,Singapore,Singapore
CUST100054,Alex,Phua,Male,49,alex.phua5428@gmail.com,82965296,2023-11-13 13:00,10616,Platinum,10616,FALSE,Singapore,Singapore
CUST100055,Kai,Goh,Female,38,kai.goh9618@yahoo.com,99255865,2019-03-06 15:00,3444,Gold,3444,FALSE,Singapore,Singapore
CUST100056,Jun Jie,Phua,Female,50,jun-jie.phua1601@outlook.com,88379370,2022-11-17 13:00,929,Silver,929,FALSE,Singapore,Singapore
CUST100057,Aria,Rahman,Male,53,aria.rahman3044@outlook.com,87220237,2023-03-18 11:00,7125,Platinum,7125,FALSE,Singapore,Singapore
CUST100058,Harini,Chew,Male,18,harini.chew5897@hotmail.com,81145403,2022-06-16 10:00,7336,Platinum,7336,TRUE,Singapore,Singapore
CUST100059,Harini,Foo,Male,44,harini.foo9168@yahoo.com,86122112,2023-05-08 13:00,1437,Silver,1437,TRUE,Singapore,Singapore
CUST100060,Zara,Chew,Male,33,zara.chew3204@outlook.com,81038384,2024-07-23 15:00,9778,Platinum,9778,FALSE,Singapore,Singapore
CUST100061,Jun Jie,Koh,Male,62,jun-jie.koh5148@yahoo.com,99264523,2021-04-02 21:00,7898,Platinum,7898,TRUE,Singapore,Singapore
CUST100062,Hui Min,Ong,Male,52,hui-min.ong9013@gmail.com,99278087,2021-01-06 19:00,11219,Platinum,11219,TRUE,Singapore,Singapore
CUST100063,Nurul,Chan,Male,27,nurul.chan1212@outlook.com,95598409,2023-09-30 20:00,6226,Platinum,6226,FALSE,Singapore,Singapore
CUST100064,Priya,Ng,Female,60,priya.ng726@outlook.com,99402555,2022-12-25 18:00,2775,Gold,2775,TRUE,Singapore,Singapore
CUST100065,Darren,Foo,Male,61,darren.foo8200@yahoo.com,99429087,2025-08-07 14:00,11362,Platinum,11362,TRUE,Singapore,Singapore
CUST100066,Nathan,Yeo,Female,40,nathan.yeo7179@outlook.com,90070318,2024-05-04 20:00,1649,Silver,1649,TRUE,Singapore,Singapore
CUST100067,Noah,Liew,Male,53,noah.liew3799@outlook.com,81637844,2023-10-13 09:00,7620,Platinum,7620,TRUE,Singapore,Singapore
CUST100068,Ethan,Chua,Female,69,ethan.chua1668@yahoo.com,93428565,2019-09-14 18:00,9509,Platinum,9509,TRUE,Singapore,Singapore
CUST100069,Hui Min,Chew,Male,47,hui-min.chew4874@gmail.com,83213135,2020-12-07 18:00,11086,Platinum,11086,TRUE,Singapore,Singapore
CUST100070,Noah,Rahman,Female,62,noah.rahman2734@outlook.com,91340301,2020-12-10 15:00,9141,Platinum,9141,FALSE,Singapore,Singapore
CUST100071,Aiden,Lau,Female,61,aiden.lau7273@outlook.com,80072251,2024-07-07 16:00,6859,Platinum,6859,TRUE,Singapore,Singapore
CUST100072,Caleb,Liew,Female,54,caleb.liew8899@hotmail.com,87424762,2020-04-12 09:00,4439,Gold,4439,TRUE,Singapore,Singapore
CUST100073,Jocelyn,Lee,Male,25,jocelyn.lee9633@hotmail.com,91122032,2021-08-28 17:00,3488,Gold,3488,TRUE,Singapore,Singapore
CUST100074,Amir,Koh,Female,50,amir.koh6744@gmail.com,98182787,2020-01-26 19:00,2271,Gold,2271,TRUE,Singapore,Singapore
CUST100075,Aarav,Ong,Female,58,aarav.ong7406@gmail.com,84768445,2023-08-24 21:00,6196,Platinum,6196,FALSE,Singapore,Singapore
CUST100076,Priya,Yap,Unknown,58,priya.yap8757@outlook.com,89843251,2023-01-07 16:00,1087,Silver,1087,FALSE,Singapore,Singapore
CUST100077,Shawn,Lim,Male,68,shawn.lim2036@yahoo.com,94949983,2024-02-26 13:00,316,Bronze,316,TRUE,Singapore,Singapore
CUST100078,Darren,Chua,Male,60,darren.chua6494@hotmail.com,84002055,2020-11-08 16:00,898,Silver,898,TRUE,Singapore,Singapore
CUST100079,Wei Hao,Ng,Unknown,45,wei-hao.ng1161@yahoo.com,90813238,2020-06-25 11:00,7876,Platinum,7876,TRUE,Singapore,Singapore
CUST100080,Aarav,Lee,Female,18,aarav.lee5754@yahoo.com,89642811,2020-11-03 20:00,7260,Platinum,7260,TRUE,Singapore,Singapore
CUST100081,Ryan,Teo,Female,33,ryan.teo1381@yahoo.com,97686355,2022-02-08 20:00,10611,Platinum,10611,TRUE,Singapore,Singapore
CUST100082,Shawn,Chan,Female,25,shawn.chan9731@gmail.com,89918536,2021-09-14 21:00,8235,Platinum,8235,TRUE,Singapore,Singapore
CUST100083,Zara,Tan,Female,18,zara.tan653@gmail.com,95654705,2021-12-09 18:00,3584,Gold,3584,TRUE,Singapore,Singapore
CUST100084,Priya,Koh,Male,31,priya.koh5354@outlook.com,83492291,2020-09-28 18:00,8838,Platinum,8838,TRUE,Singapore,Singapore
CUST100085,Nurul,Ho,Female,65,nurul.ho208@yahoo.com,81957711,2020-12-20 21:00,2006,Gold,2006,FALSE,Singapore,Singapore
CUST100086,Hui Min,Tan,Male,45,hui-min.tan1047@hotmail.com,84508117,2022-01-19 18:00,8632,Platinum,8632,TRUE,Singapore,Singapore
CUST100087,Hui Min,Chan,Female,18,hui-min.chan4007@gmail.com,93919087,2019-06-30 19:00,251,Bronze,251,TRUE,Singapore,Singapore
CUST100088,Harini,Chan,Male,64,harini.chan1277@hotmail.com,85918990,2022-08-03 16:00,4494,Gold,4494,FALSE,Singapore,Singapore
CUST100089,Nurul,Teo,Male,47,nurul.teo3288@hotmail.com,97239977,2019-02-02 17:00,6094,Platinum,6094,FALSE,Singapore,Singapore
CUST100090,Lucas,Wong,Male,44,lucas.wong8873@hotmail.com,89068715,2019-04-08 12:00,3867,Gold,3867,TRUE,Singapore,Singapore
CUST100091,Shawn,Wong,Female,23,shawn.wong8516@outlook.com,94755635,2019-06-29 09:00,3842,Gold,3842,TRUE,Singapore,Singapore
CUST100092,Jun Jie,Chan,Male,38,jun-jie.chan5346@hotmail.com,92027511,2023-05-29 16:00,11530,Platinum,11530,TRUE,Singapore,Singapore
CUST100093,Hui Min,Liew,Male,67,hui-min.liew5052@outlook.com,98083762,2021-04-30 14:00,7454,Platinum,7454,TRUE,Singapore,Singapore
CUST100094,Lucas,Chew,Male,21,lucas.chew2849@gmail.com,98550171,2022-05-09 09:00,4312,Gold,4312,FALSE,Singapore,Singapore
CUST100095,Chloe,Wong,Male,43,chloe.wong1377@hotmail.com,80094198,2023-03-05 14:00,11294,Platinum,11294,TRUE,Singapore,Singapore
CUST100096,Nathan,Lim,Male,54,nathan.lim6472@outlook.com,83439241,2023-11-10 18:00,11919,Platinum,11919,TRUE,Singapore,Singapore
CUST100097,Lucas,Lau,Male,44,lucas.lau1000@gmail.com,93467295,2025-03-05 09:00,7898,Platinum,7898,FALSE,Singapore,Singapore
CUST100098,Jocelyn,Rahman,Female,49,jocelyn.rahman8232@hotmail.com,92050828,2022-11-10 16:00,9317,Platinum,9317,TRUE,Singapore,Singapore
CUST100099,Chloe,Goh,Male,60,chloe.goh8744@gmail.com,85939912,2021-09-14 14:00,4416,Gold,4416,FALSE,Singapore,Singapore
CUST100100,Jocelyn,Ong,Male,62,jocelyn.ong9235@yahoo.com,88895100,2022-12-11 18:00,9350,Platinum,9350,TRUE,Singapore,Singapore
CUST100101,Sarah,Rahman,Male,57,sarah.rahman5583@yahoo.com,90171153,2021-04-05 10:00,2187,Gold,2187,TRUE,Singapore,Singapore
CUST100102,Zhi Wei,Ong,Male,37,zhi-wei.ong2581@outlook.com,96196972,2022-08-14 18:00,2285,Gold,2285,FALSE,Singapore,Singapore
CUST100103,Felicia,Koh,Female,36,felicia.koh30@outlook.com,81386614,2020-06-05 14:00,2961,Gold,2961,FALSE,Singapore,Singapore
CUST100104,Lucas,Chew,Unknown,28,lucas.chew5501@outlook.com,82202103,2019-12-30 20:00,11665,Platinum,11665,TRUE,Singapore,Singapore
CUST100105,Maya,Quek,Female,42,maya.quek6150@gmail.com,97572470,2022-12-09 09:00,8996,Platinum,8996,TRUE,Singapore,Singapore
CUST100106,Wei Ling,Lee,Male,42,wei-ling.lee8963@gmail.com,95640918,2020-10-21 11:00,1278,Silver,1278,TRUE,Singapore,Singapore
CUST100107,Wei Hao,Yeo,Unknown,44,wei-hao.yeo8850@hotmail.com,92035400,2025-03-19 10:00,11879,Platinum,11879,TRUE,Singapore,Singapore
CUST100108,Emily,Yeo,Male,31,emily.yeo4782@gmail.com,98334605,2020-11-30 11:00,10506,Platinum,10506,TRUE,Singapore,Singapore
CUST100109,Felicia,Chew,Male,20,felicia.chew7620@hotmail.com,88516068,2021-12-14 15:00,7254,Platinum,7254,FALSE,Singapore,Singapore
CUST100110,Chloe,Liew,Male,42,chloe.liew8774@outlook.com,84097598,2024-11-10 19:00,6908,Platinum,6908,FALSE,Singapore,Singapore
CUST100111,Aarav,Ng,Unknown,46,aarav.ng3472@yahoo.com,80062815,2020-12-09 14:00,2788,Gold,2788,FALSE,Singapore,Singapore
CUST100112,Zara,Lee,Male,43,zara.lee4526@outlook.com,87654415,2025-03-11 21:00,5393,Gold,5393,FALSE,Singapore,Singapore
CUST100113,Wei Ling,Ng,Female,24,wei-ling.ng5634@outlook.com,93460216,2022-03-17 20:00,8825,Platinum,8825,TRUE,Singapore,Singapore
CUST100114,Zhi Wei,Teo,Female,21,zhi-wei.teo6103@gmail.com,98324608,2024-04-30 11:00,4450,Gold,4450,TRUE,Singapore,Singapore
CUST100115,Aria,Teo,Male,44,aria.teo7238@yahoo.com,97788513,2020-01-01 17:00,3129,Gold,3129,TRUE,Singapore,Singapore
CUST100116,Sarah,Ong,Male,30,sarah.ong4088@gmail.com,90313439,2021-04-02 19:00,994,Silver,994,TRUE,Singapore,Singapore
CUST100117,Darren,Rahman,Female,29,darren.rahman9034@hotmail.com,91876231,2024-04-27 18:00,9665,Platinum,9665,FALSE,Singapore,Singapore
CUST100118,Ethan,Chan,Female,61,ethan.chan6710@gmail.com,84118269,2021-04-26 20:00,4458,Gold,4458,FALSE,Singapore,Singapore
CUST100119,Isabella,Quek,Female,40,isabella.quek3576@outlook.com,96831568,2024-02-24 14:00,4178,Gold,4178,TRUE,Singapore,Singapore
CUST100120,Amir,Koh,Female,48,amir.koh4530@hotmail.com,92782178,2019-09-19 21:00,5559,Gold,5559,FALSE,Singapore,Singapore
CUST100121,Zhi Wei,Ho,Male,26,zhi-wei.ho8149@hotmail.com,99475983,2019-04-15 20:00,10788,Platinum,10788,TRUE,Singapore,Singapore
CUST100122,Emily,Ho,Male,37,emily.ho9147@yahoo.com,90128716,2020-11-27 14:00,10824,Platinum,10824,TRUE,Singapore,Singapore
CUST100123,Chloe,Chew,Male,37,chloe.chew6090@hotmail.com,94106564,2023-09-19 12:00,5478,Gold,5478,TRUE,Singapore,Singapore
CUST100124,Felicia,Singh,Male,21,felicia.singh3282@hotmail.com,99891810,2020-09-09 14:00,2300,Gold,2300,TRUE,Singapore,Singapore
CUST100125,Noah,Teo,Female,18,noah.teo3431@yahoo.com,84706649,2024-01-26 15:00,4531,Gold,4531,TRUE,Singapore,Singapore
CUST100126,Olivia,Yap,Male,18,olivia.yap3123@gmail.com,86263135,2022-08-12 11:00,8750,Platinum,8750,TRUE,Singapore,Singapore
CUST100127,Kai,Koh,Unknown,47,kai.koh8588@hotmail.com,98939319,2024-11-01 21:00,9820,Platinum,9820,TRUE,Singapore,Singapore
CUST100128,Chloe,Chan,Female,26,chloe.chan9662@yahoo.com,83608250,2021-05-15 09:00,409,Bronze,409,TRUE,Singapore,Singapore
CUST100129,Jamie,Lim,Female,44,jamie.lim2025@hotmail.com,97260415,2023-12-25 18:00,6280,Platinum,6280,TRUE,Singapore,Singapore
CUST100130,Jun Jie,Quek,Female,24,jun-jie.quek1929@hotmail.com,87467893,2024-09-26 15:00,11826,Platinum,11826,TRUE,Singapore,Singapore
CUST100131,Kai,Liew,Female,31,kai.liew3843@gmail.com,86986105,2024-05-22 20:00,5466,Gold,5466,FALSE,Singapore,Singapore
CUST100132,Sofia,Lau,Male,36,sofia.lau821@gmail.com,88836418,2021-12-17 09:00,7656,Platinum,7656,TRUE,Singapore,Singapore
CUST100133,Jun Jie,Ho,Female,39,jun-jie.ho4396@gmail.com,98149238,2023-01-04 21:00,7221,Platinum,7221,TRUE,Singapore,Singapore
CUST100134,Maya,Ng,Male,64,maya.ng1700@outlook.com,98613306,2019-08-29 20:00,2661,Gold,2661,FALSE,Singapore,Singapore
CUST100135,Jun Jie,Rahman,Female,25,jun-jie.rahman754@gmail.com,96085772,2023-08-12 19:00,7270,Platinum,7270,FALSE,Singapore,Singapore
CUST100136,Sarah,Singh,Female,57,sarah.singh4073@outlook.com,96618860,2020-01-26 11:00,7141,Platinum,7141,TRUE,Singapore,Singapore
CUST100137,Emily,Rahman,Female,22,emily.rahman3947@hotmail.com,90264248,2024-07-06 16:00,5303,Gold,5303,TRUE,Singapore,Singapore
CUST100138,Caleb,Kumar,Male,49,caleb.kumar6610@outlook.com,85006635,2019-03-14 12:00,1731,Silver,1731,TRUE,Singapore,Singapore
CUST100139,Nathan,Teo,Male,21,nathan.teo5440@outlook.com,97172389,2021-07-02 13:00,7495,Platinum,7495,TRUE,Singapore,Singapore
CUST100140,Darren,Phua,Male,28,darren.phua6705@gmail.com,96193477,2024-07-09 10:00,2351,Gold,2351,FALSE,Singapore,Singapore
CUST100141,Kai,Lau,Female,55,kai.lau7494@yahoo.com,90754597,2020-05-19 11:00,7431,Platinum,7431,TRUE,Singapore,Singapore
CUST100142,Noah,Yap,Female,24,noah.yap9840@hotmail.com,94662332,2023-05-06 21:00,10822,Platinum,10822,TRUE,Singapore,Singapore
CUST100143,Hannah,Sharma,Female,65,hannah.sharma8976@hotmail.com,82623696,2024-09-29 11:00,4947,Gold,4947,TRUE,Singapore,Singapore
CUST100144,Harini,Phua,Male,40,harini.phua9549@outlook.com,98401300,2025-04-22 13:00,7920,Platinum,7920,FALSE,Singapore,Singapore
CUST100145,Maya,Koh,Female,27,maya.koh4836@yahoo.com,83466526,2019-09-12 15:00,11364,Platinum,11364,TRUE,Singapore,Singapore
CUST100146,Amir,Phua,Female,42,amir.phua5123@gmail.com,87288426,2023-05-07 20:00,6875,Platinum,6875,TRUE,Singapore,Singapore
CUST100147,Olivia,Yap,Unknown,36,olivia.yap1221@yahoo.com,87102218,2024-01-13 09:00,2956,Gold,2956,TRUE,Singapore,Singapore
CUST100148,Aarav,Lim,Male,38,aarav.lim4935@outlook.com,90759571,2025-09-10 17:00,883,Silver,883,TRUE,Singapore,Singapore
CUST100149,Priya,Chew,Male,31,priya.chew5912@hotmail.com,89645761,2022-09-21 14:00,5474,Gold,5474,TRUE,Singapore,Singapore
CUST100150,Lucas,Lim,Female,38,lucas.lim6323@hotmail.com,90575542,2023-04-12 19:00,1907,Silver,1907,TRUE,Singapore,Singapore
CUST100151,Aiden,Lee,Unknown,28,aiden.lee121@gmail.com,86784157,2025-01-12 20:00,8786,Platinum,8786,FALSE,Singapore,Singapore
CUST100152,Zara,Yap,Female,19,zara.yap5435@gmail.com,80120894,2024-02-24 16:00,11795,Platinum,11795,TRUE,Singapore,Singapore
CUST100153,Ryan,Teo,Male,61,ryan.teo97@gmail.com,87091730,2020-04-29 21:00,8812,Platinum,8812,FALSE,Singapore,Singapore
CUST100154,Felicia,Foo,Female,19,felicia.foo8741@yahoo.com,87782628,2024-04-25 21:00,2611,Gold,2611,FALSE,Singapore,Singapore
CUST100155,Darren,Tan,Female,53,darren.tan685@gmail.com,95937934,2020-08-02 19:00,2069,Gold,2069,FALSE,Singapore,Singapore
CUST100156,Aarav,Goh,Male,57,aarav.goh1878@yahoo.com,88994520,2021-11-01 10:00,3233,Gold,3233,TRUE,Singapore,Singapore
CUST100157,Caleb,Teo,Male,60,caleb.teo4672@gmail.com,83463553,2021-08-18 14:00,1689,Silver,1689,FALSE,Singapore,Singapore
CUST100158,Maya,Tan,Male,68,maya.tan7146@hotmail.com,91784335,2021-06-26 11:00,11718,Platinum,11718,TRUE,Singapore,Singapore
CUST100159,Priya,Chua,Female,26,priya.chua4313@gmail.com,88868572,2025-01-15 09:00,3268,Gold,3268,TRUE,Singapore,Singapore
CUST100160,Emily,Lau,Female,41,emily.lau9661@hotmail.com,84535688,2023-05-27 18:00,3708,Gold,3708,TRUE,Singapore,Singapore
CUST100161,Aiden,Wong,Male,29,aiden.wong2396@outlook.com,90722265,2025-05-08 21:00,9320,Platinum,9320,TRUE,Singapore,Singapore
CUST100162,Emily,Kumar,Female,20,emily.kumar8543@hotmail.com,95533580,2022-08-20 13:00,1741,Silver,1741,TRUE,Singapore,Singapore
CUST100163,Chloe,Singh,Male,70,chloe.singh7899@gmail.com,84252116,2022-11-14 10:00,8026,Platinum,8026,TRUE,Singapore,Singapore
CUST100164,Hannah,Teo,Female,48,hannah.teo3453@yahoo.com,90051605,2024-05-15 09:00,7898,Platinum,7898,TRUE,Singapore,Singapore
CUST100165,Noah,Singh,Unknown,56,noah.singh306@hotmail.com,82644241,2025-04-27 18:00,10496,Platinum,10496,FALSE,Singapore,Singapore
CUST100166,Noah,Sharma,Female,34,noah.sharma5615@outlook.com,82312854,2020-11-17 11:00,11915,Platinum,11915,TRUE,Singapore,Singapore
CUST100167,Noah,Rahman,Female,56,noah.rahman8247@gmail.com,84168876,2019-06-09 17:00,8756,Platinum,8756,TRUE,Singapore,Singapore
CUST100168,Kai,Phua,Female,32,kai.phua5743@gmail.com,91428284,2024-05-28 12:00,6296,Platinum,6296,TRUE,Singapore,Singapore
CUST100169,Alex,Ong,Female,51,alex.ong3366@hotmail.com,93162843,2019-01-30 13:00,6194,Platinum,6194,FALSE,Singapore,Singapore
CUST100170,Zhi Wei,Yeo,Male,68,zhi-wei.yeo2929@hotmail.com,92337786,2025-04-02 20:00,7954,Platinum,7954,TRUE,Singapore,Singapore
CUST100171,Maya,Ng,Male,43,maya.ng853@yahoo.com,99001940,2022-10-18 12:00,9070,Platinum,9070,TRUE,Singapore,Singapore
CUST100172,Kai,Yap,Male,43,kai.yap9789@gmail.com,86426820,2024-11-04 18:00,4743,Gold,4743,TRUE,Singapore,Singapore
CUST100173,Chloe,Sharma,Male,20,chloe.sharma5@yahoo.com,89733557,2023-01-13 10:00,3969,Gold,3969,FALSE,Singapore,Singapore
CUST100174,Amir,Yap,Female,55,amir.yap4531@yahoo.com,84401555,2022-11-26 14:00,5743,Gold,5743,FALSE,Singapore,Singapore
CUST100175,Aiden,Chua,Female,70,aiden.chua7255@outlook.com,97794450,2025-06-12 10:00,4148,Gold,4148,TRUE,Singapore,Singapore
CUST100176,Felicia,Lau,Female,32,felicia.lau6758@hotmail.com,87223735,2021-07-30 11:00,5222,Gold,5222,TRUE,Singapore,Singapore
CUST100177,Jocelyn,Yeo,Female,35,jocelyn.yeo3116@outlook.com,82222883,2021-01-18 21:00,11242,Platinum,11242,TRUE,Singapore,Singapore
CUST100178,Priya,Ho,Unknown,49,priya.ho693@outlook.com,96498849,2019-01-28 17:00,8921,Platinum,8921,TRUE,Singapore,Singapore
CUST100179,Chloe,Ong,Male,51,chloe.ong8860@gmail.com,93619646,2023-09-30 09:00,7886,Platinum,7886,TRUE,Singapore,Singapore
CUST100180,Felicia,Ong,Male,41,felicia.ong8988@hotmail.com,82931447,2021-11-29 14:00,3116,Gold,3116,FALSE,Singapore,Singapore
CUST100181,Isabella,Kumar,Male,26,isabella.kumar3745@gmail.com,98581874,2025-06-16 09:00,11289,Platinum,11289,TRUE,Singapore,Singapore
